dropArea,Percentage
1,1.43
2,0.27
3,0.72
4,0.09
5,0.18
6,0.9
7,0.81
8,16.32
9,0.09
10,0.18
11,0.27
12,0.09
13,0.18
14,0.18
15,0.36
16,0.72
17,0.09
18,0.18
19,0.27
20,0.18
21,0.36
22,0.99
23,0.9
24,0.81
25,0.9
26,0.36
27,0.36
28,7.35
29,0.81
30,2.6
31,1.26
32,6.37
33,3.32
34,0.99
35,1.08
36,0.54
37,0.27
38,0.54
39,0.36
40,0.54
41,0.72
42,0.45
43,0.45
44,0.54
45,0.27
46,0.0
47,0.0
48,0.09
49,0.99
50,0.09
51,0.09
52,0.0
53,0.36
54,0.0
55,0.0
56,4.93
57,1.43
58,9.24
59,11.12
60,1.52
61,1.61
62,0.54
63,1.17
64,0.54
65,0.72
66,1.35
67,0.72
68,0.9
69,0.81
70,0.72
71,0.18
72,0.09
73,0.54
74,0.63
75,0.18
76,2.33
77,0.54
