pickupArea,Percentage
1,10.96
2,16.78
3,4.52
4,5.99
5,0.91
6,3.86
7,1.43
8,7.31
9,0.01
10,0.53
11,0.53
12,0.57
13,1.93
14,2.66
15,0.36
16,1.05
17,0.07
18,0.01
19,0.1
20,0.23
21,0.53
22,0.42
23,0.12
24,0.54
25,0.14
26,0.02
27,0.04
28,2.04
29,0.01
30,0.03
31,0.04
32,5.37
33,0.3
34,0.03
35,0.17
36,0.01
37,0.01
38,0.05
39,0.03
40,0.03
41,0.15
42,0.03
43,0.04
44,0.01
45,0.0
46,0.07
47,0.0
48,0.02
49,0.04
50,0.0
51,0.0
52,0.0
53,0.01
54,0.0
55,0.0
56,0.87
57,0.0
58,0.01
59,0.04
60,0.01
61,0.01
62,0.01
63,0.0
64,0.0
65,0.01
66,0.02
67,0.02
68,0.04
69,0.02
70,0.0
71,0.03
72,0.0
73,0.02
74,0.0
75,0.01
76,14.78
77,9.23
78,4.76
