pickupArea,Percentage
1,13.57
2,19.95
3,5.14
4,8.9
5,1.36
6,3.79
7,1.53
8,3.65
9,0.01
10,0.95
11,0.49
12,0.94
13,3.16
14,3.9
15,0.43
16,1.52
17,0.1
18,0.01
19,0.13
20,0.07
21,0.56
22,0.36
23,0.2
24,0.38
25,0.28
26,0.03
27,0.04
28,1.16
29,0.01
30,0.02
31,0.05
32,3.11
33,0.09
34,0.02
35,0.36
36,0.01
37,0.01
38,0.08
39,0.04
40,0.06
41,0.24
42,0.05
43,0.07
44,0.02
45,0.0
46,0.15
47,0.0
48,0.05
49,0.08
50,0.0
51,0.01
52,0.0
53,0.01
54,0.0
55,0.0
56,0.12
57,0.0
58,0.0
59,0.0
60,0.02
61,0.03
62,0.0
63,0.0
64,0.0
65,0.01
66,0.05
67,0.05
68,0.08
69,0.04
70,0.01
71,0.07
72,0.0
73,0.04
74,0.0
75,0.01
76,4.72
77,10.1
78,7.41
