pickupArea,Percentage
1,0.17
2,0.09
3,0.36
4,0.11
5,0.06
6,1.28
7,0.84
8,28.64
9,0.0
10,0.01
11,0.01
12,0.01
13,0.05
14,0.06
15,0.02
16,0.06
17,0.01
18,0.01
19,0.03
20,0.01
21,0.03
22,0.11
23,0.02
24,0.42
25,0.27
26,0.03
27,0.04
28,9.03
29,0.07
30,0.03
31,0.07
32,33.51
33,8.25
34,0.37
35,0.78
36,0.09
37,0.05
38,0.2
39,0.18
40,0.02
41,0.3
42,0.18
43,0.6
44,0.3
45,0.1
46,0.44
47,0.04
48,0.22
49,0.35
50,0.06
51,0.15
52,0.05
53,0.22
54,0.07
55,0.03
56,1.83
57,0.02
58,0.02
59,0.08
60,0.09
61,0.03
62,0.01
63,0.02
64,0.04
65,0.08
66,0.09
67,0.08
68,0.11
69,0.22
70,0.16
71,0.29
72,0.05
73,0.31
74,0.01
75,0.24
76,7.46
77,0.25
