dropArea,Percentage
1,0.31
2,0.23
3,0.78
4,0.31
5,1.01
6,3.9
7,4.29
8,31.67
9,0.16
10,0.39
11,0.08
12,0.0
13,0.0
14,0.39
15,0.23
16,0.47
17,0.0
18,0.0
19,0.16
20,0.23
21,0.47
22,3.9
23,1.01
24,16.38
25,0.16
26,0.0
27,0.23
28,11.78
29,0.0
30,0.16
31,0.47
32,14.74
33,1.56
34,0.08
35,0.16
36,0.0
37,0.08
38,0.0
39,0.0
40,0.0
41,0.16
42,0.0
43,0.0
44,0.0
45,0.0
46,0.0
47,0.0
48,0.0
49,0.0
50,0.0
51,0.0
52,0.0
53,0.0
54,0.0
55,0.0
56,0.16
57,0.0
58,0.0
59,0.0
60,0.16
61,0.0
62,0.0
63,0.0
64,0.0
65,0.0
66,0.0
67,0.0
68,0.08
69,0.0
70,0.0
71,0.0
72,0.0
73,0.08
74,0.0
75,0.0
76,2.81
77,0.78
