dropArea,Percentage
1,0.15
2,0.12
3,0.48
4,0.26
5,0.24
6,1.74
7,1.31
8,13.79
9,0.02
10,0.11
11,0.49
12,0.03
13,0.05
14,0.11
15,0.14
16,0.2
17,0.02
18,0.01
19,0.12
20,0.05
21,0.23
22,0.91
23,0.11
24,3.16
25,0.37
26,0.24
27,0.2
28,10.22
29,0.2
30,0.48
31,1.67
32,13.09
33,9.01
34,16.77
35,2.32
36,0.6
37,0.6
38,0.77
39,0.51
40,0.37
41,0.98
42,0.5
43,0.59
44,0.75
45,0.09
46,0.44
47,0.02
48,0.14
49,1.31
50,0.29
51,0.3
52,0.05
53,0.18
54,0.08
55,0.02
56,1.88
57,0.05
58,0.26
59,0.53
60,2.45
61,0.41
62,0.08
63,0.6
64,0.14
65,0.08
66,0.23
67,0.43
68,0.71
69,1.03
70,0.09
71,0.38
72,0.09
73,0.32
74,0.03
75,0.24
76,2.75
77,0.27
