pickupArea,Percentage
1,0.52
2,0.89
3,0.88
4,0.17
5,0.11
6,1.79
7,0.7
8,11.25
9,0.0
10,0.03
11,0.06
12,0.03
13,0.1
14,0.04
15,0.07
16,0.06
17,0.09
18,0.06
19,0.16
20,0.14
21,0.06
22,0.22
23,0.4
24,0.6
25,0.66
26,0.13
27,1.32
28,11.72
29,0.36
30,0.13
31,0.33
32,19.14
33,12.32
34,0.55
35,7.69
36,1.42
37,0.27
38,3.66
39,0.85
40,0.39
41,1.45
42,0.96
43,2.08
44,1.45
45,0.29
46,0.98
47,0.07
48,0.55
49,0.92
50,0.33
51,0.55
52,0.17
53,0.98
54,0.14
55,0.04
56,0.89
57,0.04
58,0.03
59,0.1
60,0.34
61,0.59
62,0.03
63,0.0
64,0.0
65,0.09
66,0.14
67,0.29
68,0.33
69,0.65
70,0.3
71,0.52
72,0.1
73,1.88
74,0.0
75,0.47
76,2.32
77,0.6
