pickupArea,Percentage
1,0.72
2,0.34
3,1.18
4,0.19
5,0.2
6,1.29
7,1.03
8,9.8
9,0.0
10,0.03
11,0.05
12,0.03
13,0.03
14,0.3
15,0.31
16,0.27
17,0.06
18,0.02
19,0.36
20,0.17
21,0.2
22,0.3
23,1.07
24,1.24
25,0.91
26,0.66
27,0.61
28,13.47
29,1.27
30,0.31
31,0.42
32,9.75
33,3.57
34,1.47
35,2.29
36,0.58
37,1.11
38,1.93
39,2.07
40,0.86
41,3.59
42,1.63
43,1.4
44,1.87
45,0.39
46,0.67
47,0.28
48,0.42
49,1.77
50,1.1
51,0.44
52,0.03
53,1.83
54,0.28
55,0.11
56,1.99
57,0.03
58,0.16
59,0.05
60,0.44
61,1.03
62,0.17
63,0.19
64,0.02
65,0.19
66,0.82
67,1.27
68,3.12
69,2.02
70,0.85
71,1.13
72,0.27
73,1.65
74,0.05
75,0.77
76,1.87
77,0.42
78,5.22
