pickupArea,Percentage
1,0.54
2,0.38
3,1.59
4,3.69
5,0.95
6,1.87
7,1.13
8,6.69
9,0.03
10,0.31
11,0.08
12,0.05
13,0.08
14,0.49
15,0.23
16,0.33
17,0.18
18,0.2
19,0.36
20,0.1
21,0.31
22,2.28
23,1.95
24,2.05
25,3.51
26,1.05
27,6.53
28,17.78
29,1.61
30,0.51
31,0.31
32,7.61
33,0.95
34,0.28
35,0.74
36,0.2
37,0.08
38,0.36
39,0.67
40,0.44
41,0.46
42,0.56
43,2.92
44,2.77
45,0.87
46,0.79
47,0.08
48,0.74
49,1.38
50,0.28
51,0.56
52,0.61
53,1.56
54,0.15
55,0.0
56,0.36
57,0.03
58,0.05
59,0.13
60,0.03
61,0.1
62,0.05
63,0.05
64,0.0
65,0.0
66,0.51
67,0.64
68,0.74
69,1.77
70,0.38
71,2.54
72,0.23
73,0.56
74,0.1
75,0.28
76,1.61
77,0.41
78,7.2
