dropArea,Percentage
1,0.54
2,0.45
3,1.09
4,1.32
5,2.18
6,6.49
7,7.98
8,15.06
9,0.05
10,0.18
11,0.82
12,0.05
13,0.09
14,0.63
15,0.68
16,1.63
17,0.09
18,0.0
19,0.63
20,0.54
21,2.68
22,23.27
23,1.5
24,14.33
25,0.05
26,0.05
27,0.05
28,5.26
29,0.05
30,0.05
31,0.27
32,4.99
33,0.59
34,0.09
35,0.0
36,0.0
37,0.0
38,0.0
39,0.05
40,0.0
41,0.14
42,0.0
43,0.0
44,0.0
45,0.0
46,0.0
47,0.0
48,0.0
49,0.0
50,0.0
51,0.0
52,0.0
53,0.0
54,0.0
55,0.0
56,0.32
57,0.0
58,0.0
59,0.05
60,0.14
61,0.09
62,0.05
63,0.0
64,0.0
65,0.0
66,0.0
67,0.05
68,0.0
69,0.0
70,0.0
71,0.0
72,0.0
73,0.0
74,0.0
75,0.0
76,4.44
77,1.0
