pickupArea,Percentage
1,0.5
2,0.74
3,1.12
4,0.67
5,0.19
6,2.17
7,2.19
8,14.24
9,0.04
10,0.19
11,1.46
12,0.17
13,0.15
14,1.54
15,1.21
16,0.94
17,0.69
18,0.47
19,1.42
20,0.54
21,0.53
22,1.67
23,1.91
24,4.44
25,5.28
26,0.74
27,0.97
28,15.95
29,0.64
30,0.24
31,0.32
32,11.6
33,2.06
34,0.36
35,0.6
36,0.13
37,0.1
38,0.47
39,0.36
40,0.21
41,0.66
42,0.4
43,0.98
44,0.71
45,0.17
46,0.61
47,0.03
48,0.23
49,0.95
50,0.07
51,0.14
52,0.04
53,0.36
54,0.05
55,0.0
56,3.13
57,0.04
58,0.07
59,0.03
60,0.04
61,0.1
62,0.03
63,0.11
64,0.02
65,0.08
66,0.27
67,0.28
68,0.39
69,0.55
70,0.32
71,0.61
72,0.18
73,0.28
74,0.01
75,0.17
76,8.09
77,0.56
