pickupArea,Percentage
1,0.73
2,0.22
3,1.05
4,0.17
5,0.05
6,1.15
7,0.71
8,10.94
9,0.0
10,0.05
11,0.06
12,0.0
13,0.04
14,0.08
15,0.07
16,0.14
17,0.07
18,0.09
19,0.15
20,0.05
21,0.07
22,0.29
23,1.03
24,1.13
25,1.31
26,0.51
27,0.58
28,13.93
29,0.95
30,0.47
31,0.38
32,11.37
33,4.09
34,1.27
35,2.92
36,0.78
37,0.51
38,1.88
39,1.62
40,0.94
41,3.44
42,1.46
43,1.9
44,3.2
45,0.5
46,0.53
47,0.13
48,0.58
49,1.67
50,0.71
51,0.62
52,0.18
53,1.24
54,0.22
55,0.92
56,1.99
57,0.05
58,0.08
59,0.04
60,0.35
61,0.34
62,0.12
63,0.05
64,0.04
65,0.22
66,0.36
67,0.44
68,1.2
69,4.01
70,0.49
71,1.37
72,0.23
73,0.8
74,0.13
75,0.94
76,1.89
77,0.44
78,5.25
