pickupArea,Percentage
1,7.2
2,5.77
3,13.17
4,4.99
5,0.82
6,11.25
7,2.6
8,9.37
9,0.01
10,0.19
11,0.33
12,0.2
13,1.17
14,0.81
15,0.1
16,0.69
17,0.05
18,0.01
19,0.09
20,0.01
21,0.18
22,0.29
23,0.11
24,0.48
25,0.07
26,0.07
27,0.03
28,2.04
29,0.07
30,0.02
31,0.02
32,5.96
33,0.32
34,0.02
35,0.16
36,0.02
37,0.01
38,0.13
39,0.11
40,0.03
41,0.15
42,0.09
43,0.16
44,0.15
45,0.01
46,0.14
47,0.01
48,0.03
49,0.12
50,0.05
51,0.04
52,0.01
53,0.04
54,0.01
55,0.0
56,0.37
57,0.01
58,0.01
59,0.01
60,0.01
61,0.07
62,0.01
63,0.01
64,0.02
65,0.02
66,0.05
67,0.12
68,0.07
69,0.12
70,0.06
71,0.2
72,0.01
73,0.12
74,0.0
75,0.05
76,5.7
77,22.96
