pickupArea,Percentage
1,0.09
2,0.07
3,0.41
4,0.14
5,0.17
6,2.47
7,2.16
8,32.99
9,0.0
10,0.04
11,0.08
12,0.02
13,0.01
14,0.12
15,0.08
16,0.15
17,0.02
18,0.0
19,0.04
20,0.02
21,0.17
22,1.32
23,0.23
24,5.95
25,0.06
26,0.01
27,0.03
28,12.43
29,0.02
30,0.01
31,0.07
32,24.98
33,0.75
34,0.11
35,0.03
36,0.0
37,0.0
38,0.01
39,0.01
40,0.0
41,0.06
42,0.01
43,0.02
44,0.01
45,0.0
46,0.01
47,0.0
48,0.01
49,0.03
50,0.0
51,0.0
52,0.0
53,0.01
54,0.0
55,0.0
56,2.65
57,0.0
58,0.0
59,0.01
60,0.01
61,0.02
62,0.01
63,0.0
64,0.0
65,0.0
66,0.01
67,0.01
68,0.01
69,0.02
70,0.01
71,0.01
72,0.0
73,0.01
74,0.0
75,0.01
76,10.61
77,0.15
78,1.02
