dropArea,Percentage
1,2.02
2,8.92
3,1.73
4,3.79
5,1.58
6,2.23
7,1.03
8,5.19
9,0.26
10,4.43
11,4.37
12,9.48
13,3.73
14,3.29
15,4.87
16,7.04
17,0.91
18,0.09
19,0.76
20,0.32
21,1.38
22,0.82
23,0.23
24,2.9
25,0.67
26,0.09
27,0.09
28,3.37
29,0.0
30,0.03
31,0.15
32,3.37
33,0.26
34,0.15
35,0.06
36,0.0
37,0.03
38,0.0
39,0.0
40,0.03
41,0.18
42,0.03
43,0.06
44,0.03
45,0.0
46,0.03
47,0.0
48,0.0
49,0.0
50,0.0
51,0.0
52,0.0
53,0.03
54,0.0
55,0.0
56,0.53
57,0.0
58,0.0
59,0.03
60,0.29
61,0.06
62,0.0
63,0.0
64,0.03
65,0.0
66,0.0
67,0.0
68,0.06
69,0.0
70,0.0
71,0.0
72,0.0
73,0.0
74,0.0
75,0.0
76,15.05
77,3.9
