dropArea,Percentage
1,1.05
2,0.55
3,7.43
4,1.54
5,2.33
6,22.87
7,9.55
8,19.66
9,0.02
10,0.12
11,0.11
12,0.09
13,0.15
14,0.49
15,0.34
16,1.54
17,0.07
18,0.01
19,0.21
20,0.09
21,0.98
22,1.88
23,0.17
24,2.6
25,0.08
26,0.02
27,0.04
28,3.94
29,0.03
30,0.05
31,0.14
32,10.36
33,0.83
34,0.07
35,0.09
36,0.02
37,0.02
38,0.03
39,0.06
40,0.01
41,0.14
42,0.04
43,0.07
44,0.03
45,0.01
46,0.03
47,0.0
48,0.01
49,0.03
50,0.01
51,0.01
52,0.0
53,0.01
54,0.0
55,0.0
56,0.8
57,0.01
58,0.02
59,0.02
60,0.06
61,0.02
62,0.01
63,0.01
64,0.03
65,0.01
66,0.01
67,0.02
68,0.02
69,0.03
70,0.01
71,0.03
72,0.01
73,0.01
74,0.0
75,0.01
76,3.55
77,3.3
78,2.01
