pickupArea,Percentage
1,0.0
2,0.0
3,0.52
4,0.09
5,0.0
6,1.2
7,0.17
8,6.62
9,0.0
10,0.0
11,0.0
12,0.0
13,0.0
14,0.0
15,0.26
16,0.17
17,0.0
18,0.0
19,0.09
20,0.09
21,0.0
22,0.17
23,0.09
24,0.26
25,0.26
26,0.0
27,0.17
28,7.57
29,0.09
30,0.0
31,0.17
32,4.21
33,0.95
34,0.34
35,0.0
36,0.09
37,0.0
38,0.17
39,0.17
40,0.0
41,0.77
42,1.55
43,0.69
44,0.17
45,0.26
46,0.43
47,0.26
48,0.26
49,0.86
50,0.09
51,0.09
52,0.0
53,0.86
54,0.0
55,0.0
56,39.64
57,0.09
58,0.6
59,0.09
60,0.09
61,0.43
62,0.0
63,0.09
64,0.26
65,0.77
66,0.52
67,0.17
68,0.0
69,0.6
70,0.43
71,0.43
72,0.77
73,0.69
74,1.38
75,5.16
76,8.94
77,0.0
78,8.68
