pickupArea,Percentage
1,0.22
2,0.04
3,0.34
4,0.1
5,0.05
6,1.37
7,0.85
8,21.26
9,0.0
10,0.02
11,0.04
12,0.06
13,0.02
14,0.07
15,0.02
16,0.09
17,0.01
18,0.01
19,0.02
20,0.01
21,0.08
22,0.38
23,0.07
24,1.25
25,0.11
26,0.04
27,0.08
28,13.09
29,0.15
30,0.19
31,0.89
32,27.74
33,7.09
34,1.96
35,1.3
36,0.13
37,0.02
38,0.21
39,0.16
40,0.05
41,0.28
42,0.38
43,0.13
44,0.24
45,0.04
46,0.1
47,0.02
48,0.13
49,0.22
50,0.13
51,0.08
52,0.01
53,0.11
54,0.04
55,0.01
56,6.89
57,0.06
58,0.1
59,0.5
60,2.58
61,0.15
62,0.03
63,0.02
64,0.07
65,0.04
66,0.01
67,0.04
68,0.08
69,0.22
70,0.07
71,0.07
72,0.03
73,0.07
74,0.01
75,0.08
76,7.3
77,0.1
