dropArea,Percentage
1,0.56
2,0.0
3,0.17
4,0.17
5,0.17
6,0.45
7,0.84
8,2.13
9,0.0
10,0.0
11,0.0
12,0.0
13,0.0
14,0.0
15,0.0
16,0.22
17,0.06
18,0.0
19,0.0
20,0.0
21,0.39
22,0.22
23,0.06
24,0.84
25,0.56
26,0.06
27,0.62
28,10.11
29,0.79
30,0.34
31,1.68
32,4.88
33,2.36
34,3.76
35,1.52
36,0.34
37,2.08
38,2.53
39,1.07
40,0.39
41,1.12
42,1.46
43,2.08
44,2.58
45,1.12
46,1.18
47,0.17
48,2.19
49,8.93
50,3.71
51,2.08
52,0.11
53,1.74
54,0.67
55,0.51
56,0.11
57,0.0
58,0.0
59,0.0
60,1.18
61,0.9
62,0.06
63,0.11
64,0.0
65,0.22
66,0.17
67,1.12
68,3.93
69,4.27
70,0.56
71,1.12
72,0.62
73,1.07
74,0.06
75,0.79
76,0.62
77,1.01
78,13.08
