pickupArea,Percentage
1,0.77
2,0.24
3,1.11
4,0.18
5,0.05
6,1.21
7,0.75
8,11.55
9,0.0
10,0.05
11,0.06
12,0.0
13,0.04
14,0.09
15,0.07
16,0.15
17,0.07
18,0.1
19,0.16
20,0.05
21,0.08
22,0.31
23,1.08
24,1.19
25,1.38
26,0.54
27,0.61
28,14.7
29,1.0
30,0.49
31,0.4
32,12.0
33,4.32
34,1.34
35,3.08
36,0.83
37,0.54
38,1.99
39,1.71
40,0.99
41,3.63
42,1.55
43,2.01
44,3.38
45,0.53
46,0.56
47,0.14
48,0.61
49,1.76
50,0.75
51,0.66
52,0.19
53,1.31
54,0.24
55,0.97
56,2.1
57,0.05
58,0.09
59,0.04
60,0.37
61,0.35
62,0.13
63,0.05
64,0.04
65,0.24
66,0.38
67,0.46
68,1.27
69,4.23
70,0.52
71,1.45
72,0.25
73,0.85
74,0.14
75,0.99
76,2.0
77,0.46
