pickupArea,Percentage
1,0.0
2,0.0
3,0.34
4,0.0
5,0.0
6,0.34
7,0.0
8,17.97
9,0.0
10,0.0
11,0.0
12,0.0
13,0.0
14,0.0
15,0.0
16,0.0
17,0.0
18,0.0
19,0.0
20,0.0
21,0.0
22,0.0
23,0.0
24,0.68
25,0.34
26,0.0
27,0.0
28,5.42
29,0.0
30,0.0
31,0.0
32,6.78
33,4.07
34,0.68
35,1.02
36,0.0
37,0.0
38,1.36
39,0.68
40,0.68
41,4.41
42,0.0
43,1.36
44,0.0
45,1.36
46,0.68
47,2.71
48,1.69
49,1.69
50,7.8
51,25.08
52,0.0
53,0.0
54,0.0
55,0.34
56,6.44
57,0.0
58,0.0
59,0.0
60,0.0
61,0.0
62,0.34
63,0.0
64,0.0
65,0.0
66,0.0
67,0.0
68,0.0
69,1.36
70,0.68
71,0.34
72,0.0
73,0.34
74,0.0
75,0.0
76,1.69
77,0.0
78,1.36
