pickupArea,Percentage
1,2.16
2,1.25
3,0.92
4,0.13
5,1.18
6,1.05
7,0.33
8,20.31
9,0.0
10,0.0
11,0.13
12,0.0
13,0.07
14,0.2
15,0.13
16,0.0
17,0.07
18,0.0
19,0.13
20,0.0
21,0.0
22,0.26
23,1.7
24,0.66
25,1.97
26,0.46
27,0.59
28,10.42
29,0.59
30,0.26
31,0.26
32,10.22
33,2.42
34,0.98
35,0.92
36,0.2
37,0.33
38,1.18
39,0.33
40,0.07
41,1.05
42,1.25
43,1.7
44,1.83
45,0.13
46,0.52
47,0.07
48,0.33
49,0.79
50,0.0
51,1.25
52,0.07
53,0.85
54,0.13
55,0.07
56,2.03
57,0.13
58,0.39
59,0.2
60,0.2
61,0.59
62,0.2
63,0.26
64,0.2
65,0.52
66,3.93
67,0.98
68,0.85
69,0.92
70,2.82
71,1.97
72,0.39
73,1.11
74,0.13
75,0.52
76,1.05
77,0.39
78,8.32
