pickupArea,Percentage
1,0.44
2,0.2
3,0.61
4,0.4
5,0.04
6,1.37
7,1.94
8,14.34
9,0.04
10,0.12
11,1.29
12,0.24
13,0.12
14,0.65
15,1.94
16,1.98
17,0.48
18,0.85
19,2.38
20,0.61
21,0.89
22,2.38
23,2.95
24,5.62
25,5.41
26,0.4
27,0.85
28,21.7
29,0.77
30,0.24
31,0.36
32,11.88
33,0.97
34,0.24
35,0.65
36,0.08
37,0.2
38,0.4
39,0.0
40,0.08
41,1.78
42,0.16
43,0.32
44,0.08
45,0.0
46,0.24
47,0.0
48,0.0
49,0.04
50,0.0
51,0.0
52,0.0
53,0.0
54,0.0
55,0.0
56,3.27
57,0.04
58,0.0
59,0.04
60,0.04
61,0.04
62,0.12
63,0.04
64,0.04
65,0.04
66,0.08
67,0.12
68,0.12
69,0.04
70,0.0
71,0.0
72,0.0
73,0.0
74,0.0
75,0.0
76,6.59
77,0.61
