dropArea,Percentage
1,0.51
2,0.21
3,0.43
4,0.43
5,0.26
6,3.42
7,1.37
8,10.38
9,0.09
10,0.04
11,0.17
12,0.13
13,0.21
14,0.13
15,0.09
16,0.04
17,0.04
18,0.04
19,0.17
20,0.13
21,0.21
22,0.77
23,0.17
24,4.06
25,1.54
26,0.56
27,0.47
28,9.78
29,0.34
30,0.64
31,1.24
32,8.33
33,8.71
34,5.77
35,1.62
36,0.38
37,1.79
38,1.2
39,0.43
40,0.3
41,0.56
42,1.03
43,1.2
44,2.65
45,0.3
46,1.32
47,0.13
48,0.43
49,4.36
50,1.24
51,1.37
52,0.0
53,0.6
54,0.38
55,0.09
56,1.45
57,0.09
58,0.3
59,0.34
60,1.71
61,0.38
62,0.04
63,0.21
64,0.17
65,0.26
66,0.64
67,0.3
68,1.62
69,3.89
70,0.3
71,0.85
72,0.09
73,1.15
74,0.04
75,0.81
76,2.78
77,0.34
