pickupArea,Percentage
1,0.32
2,0.37
3,0.78
4,0.15
5,0.24
6,2.35
7,0.91
8,17.94
9,0.0
10,0.04
11,0.08
12,0.01
13,0.03
14,0.32
15,0.16
16,0.55
17,0.04
18,0.01
19,0.38
20,0.12
21,1.17
22,0.88
23,0.58
24,2.1
25,1.49
26,0.13
27,0.54
28,16.0
29,1.53
30,2.43
31,2.4
32,19.61
33,2.84
34,0.84
35,0.51
36,0.11
37,0.05
38,0.38
39,0.17
40,0.26
41,0.37
42,0.37
43,1.71
44,0.36
45,0.05
46,0.42
47,0.07
48,0.58
49,0.42
50,0.08
51,0.53
52,0.03
53,0.45
54,0.05
55,0.01
56,6.86
57,0.12
58,0.38
59,0.18
60,0.47
61,0.2
62,0.08
63,0.15
64,0.11
65,0.09
66,0.16
67,0.12
68,0.25
69,0.25
70,0.08
71,0.32
72,0.07
73,0.21
74,0.07
75,0.18
76,5.08
77,0.26
