dropArea,Percentage
1,0.09
2,0.44
3,0.79
4,0.96
5,0.52
6,0.87
7,1.22
8,31.33
9,0.0
10,0.0
11,0.0
12,0.0
13,0.09
14,0.09
15,0.0
16,0.09
17,0.0
18,0.0
19,0.0
20,0.0
21,0.0
22,0.17
23,0.17
24,0.87
25,0.0
26,0.0
27,0.09
28,5.93
29,0.09
30,0.0
31,0.17
32,22.95
33,5.24
34,0.96
35,1.22
36,0.17
37,0.26
38,2.88
39,1.92
40,0.7
41,8.73
42,1.66
43,1.13
44,0.26
45,0.09
46,0.35
47,0.0
48,0.09
49,0.17
50,0.0
51,0.17
52,0.0
53,0.0
54,0.0
55,0.0
56,0.96
57,0.0
58,0.0
59,0.0
60,0.17
61,0.0
62,0.09
63,0.0
64,0.09
65,0.0
66,0.09
67,0.0
68,0.0
69,0.7
70,0.0
71,0.17
72,0.09
73,0.26
74,0.0
75,0.17
76,1.48
77,0.79
78,2.01
