dropArea,Percentage
1,1.58
2,0.89
3,1.1
4,0.07
5,0.0
6,2.28
7,1.55
8,7.15
9,0.0
10,0.09
11,0.05
12,0.02
13,0.09
14,0.05
15,0.07
16,0.11
17,0.07
18,0.34
19,0.16
20,0.0
21,0.11
22,0.57
23,0.41
24,0.62
25,1.87
26,0.78
27,0.71
28,10.16
29,0.94
30,0.73
31,1.69
32,7.58
33,5.94
34,1.14
35,1.87
36,1.39
37,0.43
38,2.01
39,1.8
40,0.16
41,3.04
42,2.28
43,4.75
44,1.28
45,0.5
46,4.29
47,0.87
48,1.58
49,0.71
50,1.12
51,1.92
52,0.3
53,0.39
54,0.21
55,0.11
56,0.5
57,0.25
58,0.02
59,0.3
60,0.39
61,0.34
62,0.07
63,0.14
64,0.02
65,0.11
66,0.27
67,0.62
68,0.98
69,1.3
70,0.89
71,0.59
72,0.34
73,0.98
74,0.11
75,1.21
76,0.62
77,1.14
78,8.84
