Date,Count
2019-01-01,7
2019-01-02,7
2019-01-03,9
2019-01-04,13
2019-01-05,4
2019-01-06,7
2019-01-07,13
2019-01-08,7
2019-01-09,5
2019-01-10,8
2019-01-11,9
2019-01-12,3
2019-01-13,6
2019-01-14,16
2019-01-15,9
2019-01-16,16
2019-01-17,12
2019-01-18,11
2019-01-19,2
2019-01-20,8
2019-01-21,6
2019-01-22,8
2019-01-23,9
2019-01-24,10
2019-01-25,5
2019-01-26,3
2019-01-27,3
2019-01-28,8
2019-01-29,6
2019-01-30,4
2019-01-31,8
2019-02-01,14
2019-02-02,5
2019-02-03,10
2019-02-04,9
2019-02-05,10
2019-02-06,5
2019-02-07,11
2019-02-08,13
2019-02-09,8
2019-02-10,9
2019-02-11,14
2019-02-12,8
2019-02-13,8
2019-02-14,10
2019-02-15,10
2019-02-16,10
2019-02-17,8
2019-02-18,2
2019-02-19,11
2019-02-20,13
2019-02-21,9
2019-02-22,13
2019-02-23,6
2019-02-24,7
2019-02-25,11
2019-02-26,13
2019-02-27,12
2019-02-28,7
2019-03-01,13
2019-03-02,8
2019-03-03,9
2019-03-04,11
2019-03-05,13
2019-03-06,9
2019-03-07,13
2019-03-08,10
2019-03-09,3
2019-03-10,12
2019-03-11,15
2019-03-12,9
2019-03-13,14
2019-03-14,16
2019-03-15,18
2019-03-16,10
2019-03-17,5
2019-03-18,14
2019-03-19,13
2019-03-20,11
2019-03-21,13
2019-03-22,11
2019-03-23,5
2019-03-24,9
2019-03-25,14
2019-03-26,15
2019-03-27,10
2019-03-28,7
2019-03-29,11
2019-03-30,4
2019-03-31,13
2019-04-01,16
2019-04-02,11
2019-04-03,16
2019-04-04,10
2019-04-05,9
2019-04-06,11
2019-04-07,4
2019-04-08,3
2019-04-09,1
2019-04-11,4
2019-04-12,1
2019-04-13,2
2019-04-14,12
2019-04-15,8
2019-04-16,11
2019-04-17,9
2019-04-18,12
2019-04-19,9
2019-04-20,4
2019-04-21,13
2019-04-22,13
2019-04-23,10
2019-04-24,15
2019-04-25,12
2019-04-26,11
2019-04-27,6
2019-04-28,5
2019-04-29,7
2019-04-30,11
2019-05-01,12
2019-05-02,10
2019-05-03,13
2019-05-04,7
2019-05-05,12
2019-05-06,11
2019-05-07,15
2019-05-08,17
2019-05-09,12
2019-05-10,16
2019-05-11,13
2019-05-12,6
2019-05-13,11
2019-05-14,8
2019-05-15,14
2019-05-16,10
2019-05-17,20
2019-05-18,12
2019-05-19,11
2019-05-20,12
2019-05-21,8
2019-05-22,8
2019-05-23,13
2019-05-24,8
2019-05-25,11
2019-05-26,3
2019-05-27,4
2019-05-28,9
2019-05-29,9
2019-05-30,11
2019-05-31,16
2019-06-01,10
2019-06-02,9
2019-06-03,16
2019-06-04,11
2019-06-05,22
2019-06-06,8
2019-06-07,14
2019-06-08,10
2019-06-09,12
2019-06-10,9
2019-06-11,11
2019-06-12,16
2019-06-13,14
2019-06-14,20
2019-06-15,14
2019-06-16,7
2019-06-17,15
2019-06-18,16
2019-06-19,12
2019-06-20,15
2019-06-21,11
2019-06-22,5
2019-06-23,9
2019-06-24,10
2019-06-25,18
2019-06-26,13
2019-06-27,14
2019-06-28,17
2019-06-29,13
2019-06-30,11
2019-07-01,10
2019-07-02,15
2019-07-03,11
2019-07-04,8
2019-07-05,15
2019-07-06,13
2019-07-07,8
2019-07-08,14
2019-07-09,6
2019-07-10,8
2019-07-11,16
2019-07-12,15
2019-07-13,5
2019-07-14,13
2019-07-15,13
2019-07-16,15
2019-07-17,11
2019-07-18,10
2019-07-19,16
2019-07-20,5
2019-07-21,10
2019-07-22,11
2019-07-23,12
2019-07-24,18
