dropArea,Percentage
1,0.17
2,0.09
3,0.56
4,0.13
5,0.04
6,0.98
7,0.51
8,3.46
9,0.04
10,0.09
11,0.04
12,0.0
13,0.09
14,0.0
15,0.26
16,0.13
17,0.17
18,0.0
19,0.26
20,0.04
21,0.09
22,0.26
23,0.81
24,0.43
25,0.81
26,0.56
27,0.94
28,9.52
29,1.2
30,1.71
31,1.92
32,8.71
33,4.14
34,3.03
35,2.22
36,0.51
37,1.58
38,0.56
39,0.73
40,0.38
41,2.31
42,1.62
43,2.65
44,2.82
45,1.28
46,2.01
47,0.21
48,6.11
49,4.65
50,1.92
51,9.69
52,0.43
53,0.43
54,0.09
55,0.26
56,0.9
57,0.04
58,0.0
59,0.17
60,0.56
61,0.43
62,0.09
63,0.13
64,0.13
65,0.26
66,0.85
67,1.49
68,1.2
69,2.86
70,2.35
71,1.2
72,0.6
73,0.94
74,0.04
75,0.94
76,0.64
77,0.6
