dropArea,Percentage
1,0.26
2,0.51
3,1.02
4,0.51
5,0.26
6,4.85
7,6.63
8,29.34
9,0.0
10,0.0
11,0.0
12,0.0
13,0.0
14,0.26
15,0.26
16,0.26
17,0.0
18,0.0
19,0.0
20,0.0
21,0.0
22,1.53
23,0.0
24,4.34
25,0.51
26,0.0
27,0.26
28,7.14
29,0.0
30,0.51
31,0.26
32,23.47
33,6.89
34,0.0
35,0.51
36,0.26
37,0.0
38,0.26
39,1.02
40,0.0
41,3.57
42,0.26
43,0.26
44,0.0
45,0.0
46,0.0
47,0.0
48,0.0
49,0.0
50,0.0
51,0.0
52,0.0
53,0.0
54,0.0
55,0.0
56,1.02
57,0.0
58,0.0
59,0.51
60,0.26
61,0.51
62,0.0
63,0.26
64,0.26
65,0.26
66,0.0
67,0.0
68,0.0
69,0.0
70,0.26
71,0.0
72,0.26
73,0.0
74,0.0
75,0.0
76,0.77
77,0.51
