dropArea,Percentage
1,3.45
2,8.22
3,8.52
4,18.58
5,4.67
6,5.29
7,2.47
8,5.22
9,0.09
10,0.74
11,0.58
12,0.56
13,3.23
14,5.76
15,0.82
16,3.9
17,0.14
18,0.03
19,0.23
20,0.13
21,1.03
22,1.37
23,0.2
24,1.41
25,0.23
26,0.02
27,0.41
28,1.59
29,0.09
30,0.03
31,0.05
32,3.36
33,0.29
34,0.07
35,0.06
36,0.03
37,0.01
38,0.02
39,0.04
40,0.02
41,0.1
42,0.04
43,0.13
44,0.06
45,0.0
46,0.07
47,0.0
48,0.02
49,0.08
50,0.0
51,0.01
52,0.0
53,0.03
54,0.01
55,0.0
56,0.63
57,0.01
58,0.01
59,0.01
60,0.04
61,0.03
62,0.0
63,0.01
64,0.01
65,0.01
66,0.01
67,0.01
68,0.03
69,0.05
70,0.02
71,0.03
72,0.0
73,0.02
74,0.0
75,0.05
76,4.85
77,7.05
78,3.61
