pickupArea,Percentage
1,19.96
2,6.61
3,7.83
4,1.16
5,0.75
6,5.45
7,1.43
8,8.11
9,0.0
10,0.14
11,0.0
12,0.14
13,0.0
14,0.41
15,0.0
16,0.61
17,0.0
18,0.0
19,0.07
20,0.27
21,0.14
22,0.89
23,0.0
24,0.61
25,0.0
26,0.0
27,0.0
28,3.27
29,0.2
30,0.0
31,0.07
32,6.27
33,0.61
34,0.0
35,0.0
36,0.0
37,0.0
38,0.0
39,0.0
40,0.0
41,0.27
42,0.0
43,0.0
44,0.07
45,0.0
46,0.0
47,0.0
48,0.0
49,0.0
50,0.0
51,0.0
52,0.0
53,0.0
54,0.0
55,0.0
56,2.32
57,0.0
58,0.07
59,0.0
60,0.07
61,0.07
62,0.0
63,0.0
64,0.0
65,0.0
66,0.0
67,0.0
68,0.07
69,0.07
70,0.0
71,0.0
72,0.0
73,0.0
74,0.0
75,0.0
76,13.96
77,15.67
78,2.38
