pickupArea,Percentage
1,0.16
2,0.11
3,0.57
4,0.19
5,0.22
6,2.29
7,1.8
8,31.95
9,0.0
10,0.02
11,0.05
12,0.01
13,0.02
14,0.06
15,0.03
16,0.08
17,0.01
18,0.0
19,0.03
20,0.01
21,0.07
22,0.21
23,0.07
24,0.61
25,0.12
26,0.01
27,0.03
28,5.71
29,0.03
30,0.19
31,0.18
32,32.03
33,8.85
34,0.19
35,0.23
36,0.05
37,0.02
38,0.11
39,0.36
40,0.03
41,1.07
42,0.06
43,0.09
44,0.05
45,0.02
46,0.02
47,0.0
48,0.02
49,0.04
50,0.0
51,0.02
52,0.01
53,0.04
54,0.0
55,0.0
56,5.9
57,0.04
58,0.04
59,0.05
60,0.19
61,0.04
62,0.07
63,0.06
64,0.1
65,0.06
66,0.04
67,0.01
68,0.03
69,0.04
70,0.06
71,0.03
72,0.02
73,0.02
74,0.0
75,0.02
76,2.39
77,0.43
78,2.24
