dropArea,Percentage
1,0.34
2,0.19
3,1.02
4,0.5
5,1.06
6,5.05
7,4.98
8,29.8
9,0.01
10,0.07
11,0.04
12,0.06
13,0.06
14,0.16
15,0.11
16,0.29
17,0.03
18,0.01
19,0.08
20,0.03
21,0.25
22,1.54
23,0.14
24,4.23
25,0.17
26,0.02
27,0.05
28,6.91
29,0.08
30,0.21
31,0.49
32,22.13
33,5.84
34,0.56
35,0.35
36,0.1
37,0.02
38,0.26
39,0.78
40,0.07
41,2.38
42,0.2
43,0.16
44,0.11
45,0.03
46,0.03
47,0.0
48,0.04
49,0.06
50,0.02
51,0.03
52,0.02
53,0.02
54,0.0
55,0.01
56,3.12
57,0.21
58,0.16
59,0.15
60,0.46
61,0.11
62,0.11
63,0.11
64,0.59
65,0.24
66,0.15
67,0.06
68,0.05
69,0.09
70,0.35
71,0.12
72,0.42
73,0.07
74,0.19
75,0.16
76,1.11
77,0.8
