dropArea,Percentage
1,0.4
2,0.13
3,0.94
4,0.4
5,0.0
6,6.84
7,1.34
8,13.54
9,0.0
10,0.0
11,0.13
12,0.0
13,0.0
14,0.0
15,0.13
16,0.0
17,0.0
18,0.0
19,0.13
20,0.27
21,0.27
22,0.13
23,1.07
24,1.34
25,2.01
26,0.13
27,0.27
28,11.26
29,0.0
30,1.47
31,3.22
32,4.56
33,2.95
34,1.47
35,0.54
36,0.0
37,0.4
38,1.21
39,0.27
40,2.14
41,0.8
42,1.34
43,0.13
44,1.34
45,0.67
46,0.54
47,0.0
48,0.27
49,0.94
50,1.61
51,0.27
52,0.0
53,0.27
54,0.0
55,0.13
56,10.32
57,0.4
58,2.14
59,0.94
60,0.4
61,0.8
62,1.07
63,4.29
64,0.27
65,1.21
66,2.55
67,1.07
68,1.61
69,0.67
70,1.07
71,0.27
72,0.13
73,1.07
74,0.13
75,0.13
76,1.34
77,0.8
