dropArea,Percentage
1,0.0
2,0.0
3,1.42
4,0.0
5,0.0
6,0.57
7,0.0
8,8.52
9,0.0
10,0.0
11,0.0
12,0.0
13,0.0
14,0.0
15,0.0
16,0.28
17,0.0
18,0.0
19,0.0
20,0.0
21,0.0
22,0.28
23,0.0
24,0.0
25,0.28
26,0.28
27,0.0
28,8.24
29,0.0
30,0.28
31,0.28
32,14.49
33,9.38
34,1.7
35,7.67
36,7.67
37,0.28
38,3.69
39,4.26
40,2.27
41,3.69
42,3.41
43,1.42
44,2.84
45,0.57
46,0.57
47,0.0
48,0.0
49,0.57
50,0.0
51,0.28
52,0.0
53,0.28
54,0.0
55,0.0
56,1.7
57,0.0
58,0.0
59,0.0
60,1.14
61,0.85
62,0.0
63,0.0
64,0.0
65,0.28
66,0.0
67,0.85
68,1.42
69,3.41
70,0.0
71,0.85
72,0.0
73,1.14
74,0.0
75,0.0
76,1.14
77,0.0
78,1.7
