pickupArea,Percentage
1,0.34
2,0.41
3,0.81
4,0.41
5,0.45
6,2.88
7,2.1
8,32.83
9,0.06
10,0.35
11,0.35
12,0.11
13,0.14
14,0.21
15,0.25
16,0.41
17,0.11
18,0.01
19,0.04
20,0.01
21,0.19
22,0.36
23,0.02
24,0.81
25,0.03
26,0.01
27,0.02
28,5.35
29,0.01
30,0.01
31,0.03
32,31.56
33,5.83
34,0.08
35,0.08
36,0.01
37,0.0
38,0.02
39,0.11
40,0.0
41,0.32
42,0.03
43,0.02
44,0.01
45,0.01
46,0.01
47,0.0
48,0.01
49,0.01
50,0.0
51,0.0
52,0.0
53,0.0
54,0.0
55,0.0
56,0.6
57,0.0
58,0.01
59,0.02
60,0.02
61,0.01
62,0.0
63,0.0
64,0.0
65,0.0
66,0.0
67,0.0
68,0.01
69,0.03
70,0.01
71,0.02
72,0.0
73,0.02
74,0.0
75,0.01
76,11.15
77,0.85
