pickupArea,Percentage
1,0.1
2,0.1
3,0.25
4,0.0
5,0.05
6,0.3
7,0.2
8,10.08
9,0.0
10,0.0
11,0.0
12,0.0
13,0.0
14,0.05
15,0.05
16,0.0
17,0.0
18,0.0
19,0.0
20,0.0
21,0.0
22,0.05
23,0.1
24,0.3
25,0.0
26,0.0
27,0.0
28,10.88
29,0.05
30,0.0
31,0.3
32,20.02
33,16.84
34,0.89
35,7.25
36,0.65
37,0.25
38,4.97
39,2.24
40,0.89
41,5.12
42,1.14
43,0.5
44,0.35
45,0.1
46,0.0
47,0.0
48,0.0
49,0.1
50,0.3
51,0.0
52,0.0
53,0.0
54,0.0
55,0.05
56,8.05
57,0.0
58,0.1
59,0.0
60,0.5
61,0.84
62,0.0
63,0.15
64,0.0
65,0.0
66,0.05
67,0.1
68,0.7
69,0.65
70,0.0
71,0.15
72,0.0
73,0.45
74,0.0
75,0.0
76,3.58
77,0.2
