pickupArea,Percentage
1,0.0
2,0.0
3,0.0
4,0.0
5,0.0
6,0.0
7,0.69
8,13.79
9,0.0
10,0.0
11,0.0
12,0.0
13,0.0
14,0.0
15,0.0
16,0.0
17,0.0
18,0.0
19,0.0
20,0.0
21,0.0
22,0.0
23,0.0
24,0.0
25,0.0
26,0.0
27,0.0
28,11.72
29,0.0
30,0.0
31,0.0
32,8.97
33,9.66
34,0.69
35,0.69
36,0.69
37,0.0
38,0.0
39,2.07
40,0.69
41,8.97
42,4.83
43,4.14
44,2.07
45,1.38
46,2.76
47,0.69
48,0.0
49,2.76
50,0.0
51,3.45
52,0.0
53,0.0
54,0.0
55,0.0
56,11.72
57,0.0
58,0.0
59,0.0
60,0.0
61,1.38
62,0.0
63,0.0
64,0.0
65,0.0
66,0.0
67,0.0
68,1.38
69,1.38
70,0.0
71,0.0
72,0.69
73,0.0
74,0.0
75,0.0
76,2.76
77,0.0
