dropArea,Percentage
1,7.46
2,5.69
3,12.32
4,4.44
5,0.8
6,7.48
7,2.33
8,10.51
9,0.01
10,0.1
11,0.24
12,0.34
13,1.05
14,0.83
15,0.16
16,0.56
17,0.09
18,0.01
19,0.1
20,0.04
21,0.21
22,0.63
23,0.14
24,0.71
25,0.09
26,0.05
27,0.03
28,2.37
29,0.02
30,0.02
31,0.06
32,7.38
33,0.42
34,0.07
35,0.11
36,0.02
37,0.05
38,0.06
39,0.11
40,0.01
41,0.2
42,0.07
43,0.05
44,0.09
45,0.01
46,0.03
47,0.0
48,0.01
49,0.04
50,0.01
51,0.01
52,0.0
53,0.02
54,0.0
55,0.0
56,0.65
57,0.0
58,0.01
59,0.01
60,0.02
61,0.03
62,0.0
63,0.01
64,0.0
65,0.0
66,0.01
67,0.01
68,0.03
69,0.05
70,0.02
71,0.06
72,0.01
73,0.04
74,0.0
75,0.01
76,4.53
77,23.24
78,3.54
