dropArea,Percentage
1,0.33
2,0.56
3,0.82
4,0.37
5,0.15
6,0.96
7,2.04
8,7.19
9,0.0
10,0.07
11,0.0
12,0.04
13,0.04
14,0.0
15,0.07
16,0.3
17,0.33
18,0.0
19,0.04
20,0.11
21,0.11
22,0.3
23,0.78
24,0.63
25,1.07
26,0.41
27,1.15
28,11.56
29,0.82
30,0.74
31,0.44
32,7.11
33,2.07
34,0.67
35,3.26
36,1.7
37,0.85
38,4.33
39,3.93
40,5.0
41,6.6
42,3.74
43,1.74
44,2.85
45,0.15
46,0.37
47,0.26
48,1.0
49,2.93
50,0.44
51,0.56
52,0.3
53,0.37
54,0.19
55,0.3
56,1.3
57,0.07
58,0.52
59,0.07
60,0.3
61,1.48
62,0.22
63,0.22
64,0.0
65,0.3
66,0.41
67,1.41
68,2.04
69,3.74
70,0.37
71,1.26
72,0.15
73,2.0
74,0.0
75,0.78
76,0.7
77,0.52
