pickupArea,Percentage
1,0.39
2,0.87
3,1.84
4,1.23
5,0.72
6,4.96
7,1.6
8,9.65
9,0.08
10,1.32
11,11.28
12,0.63
13,0.49
14,2.48
15,10.06
16,6.35
17,1.27
18,0.24
19,1.71
20,0.42
21,1.55
22,1.58
23,0.16
24,1.97
25,0.41
26,0.05
27,0.04
28,3.52
29,0.08
30,0.07
31,0.04
32,7.43
33,0.37
34,0.07
35,0.03
36,0.01
37,0.0
38,0.02
39,0.03
40,0.01
41,0.05
42,0.03
43,0.08
44,0.01
45,0.01
46,0.01
47,0.0
48,0.01
49,0.0
50,0.0
51,0.02
52,0.0
53,0.0
54,0.0
55,0.0
56,1.08
57,0.0
58,0.02
59,0.02
60,0.01
61,0.03
62,0.01
63,0.0
64,0.0
65,0.0
66,0.0
67,0.02
68,0.01
69,0.01
70,0.01
71,0.01
72,0.0
73,0.02
74,0.01
75,0.0
76,20.23
77,0.54
78,2.75
