dropArea,Percentage
1,1.08
2,0.56
3,7.58
4,1.57
5,2.38
6,23.34
7,9.74
8,20.06
9,0.02
10,0.12
11,0.11
12,0.09
13,0.15
14,0.5
15,0.35
16,1.57
17,0.07
18,0.01
19,0.21
20,0.1
21,1.0
22,1.92
23,0.17
24,2.65
25,0.08
26,0.02
27,0.04
28,4.02
29,0.03
30,0.05
31,0.14
32,10.58
33,0.84
34,0.07
35,0.1
36,0.02
37,0.02
38,0.03
39,0.06
40,0.01
41,0.15
42,0.04
43,0.07
44,0.03
45,0.01
46,0.03
47,0.0
48,0.01
49,0.03
50,0.01
51,0.01
52,0.0
53,0.01
54,0.0
55,0.0
56,0.82
57,0.01
58,0.02
59,0.02
60,0.06
61,0.02
62,0.01
63,0.01
64,0.03
65,0.01
66,0.01
67,0.02
68,0.02
69,0.03
70,0.01
71,0.03
72,0.01
73,0.01
74,0.0
75,0.01
76,3.62
77,3.37
