dropArea,Percentage
1,1.31
2,3.46
3,8.82
4,6.79
5,6.56
6,16.92
7,5.13
8,13.35
9,0.0
10,0.12
11,0.24
12,0.0
13,0.36
14,2.15
15,0.24
16,4.65
17,0.0
18,0.0
19,0.48
20,0.12
21,3.22
22,2.74
23,0.24
24,2.5
25,0.12
26,0.0
27,0.0
28,3.46
29,0.0
30,0.12
31,0.0
32,7.27
33,1.07
34,0.36
35,0.0
36,0.0
37,0.0
38,0.0
39,0.0
40,0.0
41,0.36
42,0.0
43,0.12
44,0.0
45,0.0
46,0.0
47,0.0
48,0.0
49,0.0
50,0.0
51,0.0
52,0.0
53,0.0
54,0.0
55,0.0
56,0.95
57,0.0
58,0.12
59,0.0
60,0.0
61,0.0
62,0.0
63,0.0
64,0.0
65,0.0
66,0.0
67,0.0
68,0.0
69,0.0
70,0.0
71,0.0
72,0.0
73,0.0
74,0.0
75,0.0
76,3.1
77,3.58
