dropArea,Percentage
1,21.93
2,12.52
3,7.39
4,3.0
5,0.59
6,4.83
7,1.39
8,6.16
9,0.02
10,0.19
11,0.2
12,0.34
13,1.03
14,1.33
15,0.22
16,1.25
17,0.03
18,0.01
19,0.16
20,0.29
21,0.25
22,0.85
23,0.28
24,0.73
25,0.14
26,0.03
27,0.06
28,2.06
29,0.09
30,0.05
31,0.07
32,3.44
33,0.37
34,0.08
35,0.11
36,0.03
37,0.11
38,0.06
39,0.07
40,0.01
41,0.15
42,0.16
43,0.26
44,0.15
45,0.01
46,0.17
47,0.02
48,0.01
49,0.1
50,0.02
51,0.01
52,0.01
53,0.02
54,0.01
55,0.0
56,0.44
57,0.02
58,0.04
59,0.01
60,0.08
61,0.07
62,0.01
63,0.01
64,0.02
65,0.02
66,0.07
67,0.06
68,0.1
69,0.17
70,0.07
71,0.15
72,0.01
73,0.06
74,0.0
75,0.02
76,3.42
77,12.62
78,9.66
