dropArea,Percentage
1,0.62
2,0.3
3,2.5
4,0.21
5,0.08
6,2.36
7,1.07
8,5.34
9,0.0
10,0.03
11,0.08
12,0.03
13,0.11
14,0.13
15,0.02
16,0.21
17,0.02
18,0.03
19,0.08
20,0.02
21,0.21
22,0.45
23,0.45
24,1.67
25,2.04
26,0.33
27,0.89
28,13.66
29,0.38
30,0.51
31,2.72
32,6.35
33,3.52
34,4.78
35,1.24
36,0.18
37,1.97
38,0.64
39,1.04
40,0.76
41,1.5
42,1.37
43,0.86
44,2.99
45,0.33
46,0.41
47,0.21
48,0.64
49,6.18
50,1.88
51,1.93
52,0.03
53,0.8
54,0.33
55,0.21
56,0.78
57,0.03
58,0.11
59,0.11
60,0.57
61,0.27
62,0.22
63,0.13
64,0.03
65,0.16
66,0.29
67,0.43
68,1.8
69,2.85
70,0.91
71,0.46
72,0.89
73,1.8
74,0.16
75,1.4
76,0.41
77,0.72
78,8.78
