dropArea,Percentage
1,0.07
2,0.05
3,0.29
4,0.1
5,0.14
6,0.95
7,1.03
8,25.67
9,0.0
10,0.06
11,0.04
12,0.01
13,0.02
14,0.04
15,0.03
16,0.1
17,0.01
18,0.01
19,0.02
20,0.01
21,0.08
22,0.26
23,0.05
24,0.87
25,0.08
26,0.02
27,0.04
28,9.69
29,0.07
30,0.06
31,0.45
32,31.1
33,8.93
34,1.33
35,1.47
36,0.11
37,0.06
38,0.41
39,0.3
40,0.06
41,0.76
42,0.16
43,0.2
44,0.1
45,0.02
46,0.08
47,0.01
48,0.03
49,0.08
50,0.02
51,0.03
52,0.0
53,0.02
54,0.04
55,0.0
56,3.39
57,0.01
58,0.02
59,0.09
60,0.34
61,0.06
62,0.01
63,0.01
64,0.08
65,0.02
66,0.02
67,0.04
68,0.07
69,0.13
70,0.03
71,0.05
72,0.01
73,0.05
74,0.0
75,0.04
76,7.87
77,0.2
78,1.81
