pickupArea,Percentage
1,0.3
2,0.15
3,0.77
4,0.41
5,0.6
6,5.4
7,3.84
8,23.85
9,0.01
10,0.05
11,0.09
12,0.02
13,0.05
14,0.45
15,0.21
16,0.66
17,0.06
18,0.01
19,0.28
20,0.16
21,0.75
22,3.98
23,0.34
24,4.89
25,0.05
26,0.02
27,0.07
28,8.52
29,0.03
30,0.02
31,0.09
32,19.97
33,0.67
34,0.09
35,0.03
36,0.01
37,0.0
38,0.02
39,0.01
40,0.01
41,0.05
42,0.01
43,0.02
44,0.02
45,0.01
46,0.02
47,0.0
48,0.0
49,0.02
50,0.0
51,0.0
52,0.0
53,0.01
54,0.01
55,0.0
56,2.92
57,0.0
58,0.01
59,0.01
60,0.02
61,0.02
62,0.01
63,0.0
64,0.0
65,0.0
66,0.01
67,0.01
68,0.01
69,0.02
70,0.01
71,0.02
72,0.0
73,0.01
74,0.0
75,0.01
76,17.99
77,0.42
78,1.41
