dropArea,Percentage
1,0.71
2,0.21
3,1.1
4,0.07
5,0.0
6,0.46
7,2.72
8,6.4
9,0.0
10,0.04
11,0.0
12,0.0
13,0.0
14,0.0
15,0.28
16,0.25
17,0.04
18,0.0
19,0.32
20,0.04
21,0.18
22,0.74
23,0.53
24,3.18
25,0.49
26,0.18
27,2.33
28,7.92
29,0.46
30,0.53
31,2.3
32,2.51
33,2.26
34,1.1
35,2.83
36,1.77
37,1.94
38,3.22
39,1.13
40,0.85
41,1.41
42,1.13
43,1.48
44,2.3
45,4.24
46,0.57
47,0.04
48,0.28
49,1.17
50,0.95
51,0.46
52,0.07
53,1.02
54,0.14
55,0.04
56,1.8
57,0.18
58,0.64
59,0.78
60,0.85
61,11.34
62,0.25
63,0.71
64,0.04
65,0.14
66,1.02
67,0.64
68,2.33
69,1.27
70,0.71
71,2.72
72,0.14
73,0.64
74,0.18
75,0.49
76,1.2
77,0.99
78,6.61
