dropArea,Percentage
1,0.35
2,0.12
3,0.95
4,0.14
5,0.06
6,0.92
7,0.43
8,4.76
9,0.03
10,0.12
11,0.09
12,0.03
13,0.2
14,0.06
15,0.03
16,0.23
17,0.03
18,0.03
19,0.03
20,0.03
21,0.14
22,0.37
23,0.55
24,1.01
25,1.41
26,0.52
27,1.79
28,14.45
29,1.87
30,0.98
31,2.8
32,5.68
33,3.69
34,4.85
35,2.11
36,0.32
37,3.26
38,2.25
39,0.66
40,0.81
41,1.07
42,1.62
43,1.21
44,3.78
45,0.29
46,0.4
47,0.2
48,0.58
49,4.41
50,1.04
51,1.01
52,0.03
53,3.98
54,0.35
55,0.0
56,1.36
57,0.0
58,0.09
59,0.12
60,0.55
61,0.49
62,0.06
63,0.03
64,0.2
65,0.69
66,0.4
67,0.61
68,3.37
69,3.84
70,1.04
71,1.47
72,0.55
73,2.05
74,0.29
75,3.81
76,0.43
77,0.46
