dropArea,Percentage
1,0.26
2,0.29
3,0.92
4,0.28
5,0.23
6,1.35
7,1.52
8,11.21
9,0.03
10,0.03
11,0.06
12,0.02
13,0.08
14,0.31
15,0.15
16,0.28
17,0.0
18,0.14
19,0.26
20,0.06
21,0.52
22,1.85
23,0.99
24,4.46
25,0.66
26,0.15
27,0.43
28,17.59
29,1.0
30,2.8
31,10.73
32,9.2
33,4.06
34,1.68
35,0.8
36,0.12
37,0.25
38,0.45
39,0.31
40,0.12
41,0.85
42,0.51
43,0.68
44,0.58
45,0.26
46,0.2
47,0.03
48,0.15
49,0.65
50,0.2
51,0.2
52,0.09
53,0.06
54,0.28
55,0.02
56,3.62
57,0.14
58,1.06
59,1.26
60,2.26
61,1.2
62,0.02
63,0.46
64,0.22
65,0.11
66,0.23
67,0.22
68,0.42
69,0.63
70,0.17
71,0.26
72,0.11
73,0.32
74,0.03
75,0.2
76,1.85
77,0.34
78,4.46
