dropArea,Percentage
1,0.12
2,0.12
3,3.52
4,0.48
5,0.48
6,1.45
7,1.09
8,12.12
9,0.12
10,0.12
11,0.0
12,0.0
13,0.0
14,0.0
15,0.0
16,0.12
17,0.36
18,0.12
19,0.61
20,0.12
21,0.24
22,0.61
23,0.36
24,1.7
25,0.36
26,0.24
27,0.0
28,7.52
29,1.33
30,0.97
31,3.27
32,11.76
33,4.0
34,0.85
35,0.0
36,0.24
37,0.24
38,0.73
39,0.36
40,0.48
41,1.45
42,0.36
43,0.24
44,0.61
45,0.36
46,0.48
47,0.12
48,0.61
49,0.12
50,0.12
51,0.24
52,0.0
53,0.24
54,0.36
55,0.97
56,16.0
57,1.58
58,0.85
59,0.61
60,1.45
61,0.0
62,0.12
63,0.24
64,8.0
65,0.73
66,0.85
67,0.73
68,0.12
69,0.48
70,0.85
71,0.97
72,0.36
73,0.0
74,0.36
75,0.61
76,1.7
77,0.85
