dropArea,Percentage
1,1.81
2,7.96
3,1.54
4,3.38
5,1.41
6,1.99
7,0.92
8,4.63
9,0.24
10,3.95
11,3.9
12,8.46
13,3.32
14,2.93
15,4.35
16,6.28
17,0.81
18,0.08
19,0.68
20,0.29
21,1.23
22,0.73
23,0.21
24,2.59
25,0.6
26,0.08
27,0.08
28,3.01
29,0.0
30,0.03
31,0.13
32,3.01
33,0.24
34,0.13
35,0.05
36,0.0
37,0.03
38,0.0
39,0.0
40,0.03
41,0.16
42,0.03
43,0.05
44,0.03
45,0.0
46,0.03
47,0.0
48,0.0
49,0.0
50,0.0
51,0.0
52,0.0
53,0.03
54,0.0
55,0.0
56,0.47
57,0.0
58,0.0
59,0.03
60,0.26
61,0.05
62,0.0
63,0.0
64,0.03
65,0.0
66,0.0
67,0.0
68,0.05
69,0.0
70,0.0
71,0.0
72,0.0
73,0.0
74,0.0
75,0.0
76,13.43
77,3.48
78,10.79
