dropArea,Percentage
1,0.6
2,0.07
3,0.94
4,0.37
5,0.04
6,0.82
7,0.83
8,5.59
9,0.01
10,0.07
11,0.06
12,0.01
13,0.01
14,0.07
15,0.04
16,0.19
17,0.04
18,0.03
19,0.11
20,0.03
21,0.1
22,0.29
23,0.43
24,0.49
25,1.33
26,0.47
27,1.57
28,13.53
29,0.94
30,0.37
31,1.87
32,8.79
33,3.38
34,2.8
35,2.25
36,0.89
37,1.19
38,1.97
39,1.65
40,1.25
41,2.73
42,2.13
43,2.51
44,8.07
45,1.32
46,0.85
47,0.4
48,1.71
49,2.38
50,1.0
51,0.89
52,0.1
53,0.72
54,0.28
55,1.43
56,0.98
57,0.04
58,0.04
59,0.03
60,0.54
61,0.42
62,0.01
63,0.08
64,0.08
65,0.14
66,2.45
67,0.86
68,1.65
69,4.75
70,0.6
71,1.51
72,0.28
73,1.43
74,0.03
75,0.75
76,0.57
77,0.76
