dropArea,Percentage
1,2.4
2,1.0
3,1.2
4,0.6
5,0.2
6,2.0
7,3.2
8,12.2
9,0.0
10,1.4
11,0.4
12,0.2
13,0.8
14,0.4
15,0.0
16,0.2
17,0.2
18,0.0
19,0.0
20,0.0
21,0.2
22,0.6
23,0.0
24,0.8
25,0.2
26,0.0
27,0.0
28,2.0
29,0.0
30,0.2
31,0.2
32,8.2
33,0.8
34,0.2
35,0.2
36,0.2
37,0.0
38,0.0
39,1.2
40,0.0
41,2.4
42,0.0
43,1.0
44,0.6
45,0.0
46,0.0
47,0.0
48,0.0
49,1.0
50,0.4
51,0.0
52,0.0
53,0.0
54,0.0
55,0.0
56,11.0
57,0.0
58,0.4
59,0.0
60,0.6
61,0.2
62,0.2
63,0.2
64,0.0
65,0.2
66,0.2
67,0.0
68,0.2
69,0.2
70,0.0
71,0.2
72,0.0
73,0.0
74,0.0
75,0.0
76,39.0
77,0.6
