pickupArea,Percentage
1,0.12
2,0.0
3,0.58
4,0.12
5,0.47
6,1.74
7,1.4
8,16.05
9,0.0
10,0.12
11,0.12
12,0.12
13,0.0
14,0.35
15,0.12
16,0.58
17,0.0
18,0.0
19,0.12
20,0.23
21,0.7
22,0.47
23,0.12
24,2.56
25,0.12
26,0.0
27,0.35
28,14.42
29,0.12
30,0.35
31,3.6
32,14.88
33,5.81
34,1.74
35,0.35
36,0.58
37,0.35
38,0.12
39,0.23
40,0.12
41,0.7
42,0.47
43,0.23
44,0.12
45,0.0
46,1.05
47,0.0
48,0.0
49,0.0
50,0.0
51,0.12
52,0.0
53,0.0
54,0.0
55,0.0
56,6.98
57,0.23
58,1.05
59,5.81
60,3.26
61,1.05
62,0.12
63,0.58
64,0.0
65,0.35
66,0.0
67,0.12
68,0.12
69,0.0
70,0.35
71,0.0
72,0.12
73,0.0
74,0.0
75,0.0
76,5.35
77,0.47
78,2.21
