pickupArea,Percentage
1,1.33
2,0.31
3,1.49
4,0.28
5,0.07
6,1.77
7,0.88
8,10.01
9,0.0
10,0.07
11,0.02
12,0.0
13,0.07
14,0.03
15,0.1
16,0.19
17,0.12
18,0.17
19,0.23
20,0.09
21,0.09
22,0.47
23,1.82
24,1.54
25,2.27
26,0.92
27,0.88
28,16.19
29,1.65
30,0.61
31,0.5
32,8.52
33,3.31
34,1.58
35,2.93
36,0.55
37,0.48
38,1.49
39,0.81
40,0.69
41,1.78
42,1.51
43,1.89
44,3.84
45,0.43
46,0.64
47,0.24
48,0.62
49,2.42
50,1.07
51,0.64
52,0.19
53,2.11
54,0.36
55,1.51
56,0.36
57,0.05
58,0.14
59,0.03
60,0.43
61,0.33
62,0.14
63,0.05
64,0.03
65,0.28
66,0.48
67,0.55
68,1.19
69,3.53
70,0.88
71,1.9
72,0.29
73,1.32
74,0.21
75,1.61
76,1.68
77,0.69
