pickupArea,Percentage
1,4.85
2,3.08
3,8.62
4,2.26
5,0.44
6,10.21
7,2.16
8,15.23
9,0.0
10,0.08
11,0.26
12,0.11
13,0.43
14,0.48
15,0.08
16,0.34
17,0.02
18,0.01
19,0.03
20,0.01
21,0.1
22,0.23
23,0.05
24,0.6
25,0.03
26,0.02
27,0.02
28,3.42
29,0.02
30,0.01
31,0.02
32,12.04
33,0.56
34,0.03
35,0.07
36,0.01
37,0.0
38,0.04
39,0.09
40,0.01
41,0.11
42,0.04
43,0.05
44,0.05
45,0.0
46,0.04
47,0.0
48,0.01
49,0.04
50,0.01
51,0.01
52,0.0
53,0.01
54,0.0
55,0.0
56,1.63
57,0.0
58,0.0
59,0.01
60,0.01
61,0.02
62,0.0
63,0.0
64,0.01
65,0.01
66,0.01
67,0.03
68,0.02
69,0.04
70,0.02
71,0.06
72,0.0
73,0.04
74,0.0
75,0.02
76,13.0
77,16.55
78,2.01
