dropArea,Percentage
1,0.88
2,0.0
3,0.88
4,0.0
5,0.0
6,0.0
7,0.88
8,2.65
9,0.0
10,0.0
11,0.0
12,0.0
13,0.0
14,0.0
15,0.0
16,0.0
17,0.0
18,0.0
19,0.0
20,0.0
21,0.0
22,0.0
23,0.0
24,0.88
25,0.0
26,0.0
27,2.65
28,4.42
29,0.0
30,0.0
31,0.0
32,1.77
33,4.42
34,6.19
35,0.0
36,0.88
37,0.0
38,1.77
39,1.77
40,3.54
41,8.85
42,7.96
43,2.65
44,2.65
45,1.77
46,0.88
47,0.88
48,0.88
49,3.54
50,0.0
51,1.77
52,0.0
53,1.77
54,0.0
55,0.0
56,4.42
57,0.0
58,0.0
59,0.0
60,0.88
61,3.54
62,0.0
63,1.77
64,0.88
65,0.0
66,1.77
67,7.96
68,8.85
69,0.0
70,0.88
71,0.88
72,0.0
73,0.0
74,0.0
75,0.0
76,0.0
77,0.88
