dropArea,Percentage
1,0.73
2,0.36
3,0.36
4,2.19
5,2.92
6,13.14
7,0.36
8,3.65
9,0.0
10,0.36
11,1.09
12,0.73
13,0.0
14,8.03
15,3.28
16,10.95
17,0.73
18,0.0
19,9.49
20,1.46
21,11.31
22,9.49
23,1.09
24,3.65
25,0.36
26,0.0
27,0.0
28,2.92
29,0.0
30,0.0
31,0.0
32,1.09
33,0.0
34,0.73
35,0.36
36,0.0
37,0.0
38,0.0
39,0.0
40,0.0
41,0.0
42,0.0
43,0.0
44,0.0
45,0.0
46,0.0
47,0.0
48,0.0
49,0.0
50,0.0
51,0.0
52,0.0
53,0.0
54,0.0
55,0.0
56,0.0
57,0.0
58,0.0
59,0.0
60,0.0
61,0.0
62,0.0
63,0.0
64,0.0
65,0.0
66,0.0
67,0.0
68,0.0
69,0.0
70,0.36
71,0.0
72,0.0
73,0.0
74,0.0
75,0.0
76,4.74
77,0.36
78,3.65
