dropArea,Percentage
1,1.26
2,0.9
3,1.05
4,0.69
5,0.34
6,1.75
7,1.67
8,6.76
9,0.03
10,0.23
11,0.23
12,0.11
13,0.14
14,1.05
15,0.6
16,1.22
17,0.2
18,0.39
19,2.57
20,1.48
21,1.9
22,6.51
23,10.34
24,13.2
25,3.71
26,1.34
27,2.14
28,6.52
29,2.37
30,0.63
31,0.72
32,7.42
33,0.99
34,0.55
35,0.56
36,0.14
37,0.46
38,0.34
39,0.29
40,0.33
41,0.5
42,0.76
43,1.15
44,1.08
45,0.13
46,0.47
47,0.01
48,0.57
49,0.56
50,0.26
51,0.34
52,0.06
53,0.39
54,0.13
55,0.0
56,1.25
57,0.07
58,0.23
59,0.11
60,0.17
61,0.29
62,0.0
63,0.2
64,0.06
65,0.04
66,0.42
67,0.56
68,0.98
69,1.58
70,0.13
71,1.29
72,0.01
73,0.43
74,0.01
75,0.16
76,1.58
77,0.86
