pickupArea,Percentage
1,0.88
2,0.21
3,0.52
4,0.21
5,0.08
6,0.57
7,0.34
8,9.1
9,0.0
10,0.03
11,0.03
12,0.0
13,0.05
14,0.1
15,0.05
16,0.08
17,0.0
18,0.0
19,0.0
20,0.0
21,0.03
22,0.16
23,0.23
24,0.72
25,0.67
26,0.54
27,0.21
28,9.12
29,0.7
30,0.21
31,0.28
32,6.54
33,2.77
34,0.31
35,1.14
36,0.44
37,0.28
38,2.84
39,0.57
40,0.26
41,2.58
42,1.34
43,3.7
44,1.11
45,0.36
46,1.01
47,0.49
48,0.34
49,1.47
50,0.26
51,1.42
52,0.08
53,0.93
54,0.05
55,0.21
56,22.41
57,0.1
58,0.21
59,0.41
60,0.23
61,0.52
62,0.18
63,0.21
64,0.18
65,0.85
66,1.37
67,0.47
68,1.47
69,0.7
70,4.37
71,2.48
72,1.01
73,1.6
74,0.26
75,0.39
76,4.63
77,0.36
