pickupArea,Percentage
1,0.09
2,1.81
3,0.29
4,0.03
5,0.07
6,0.9
7,0.73
8,10.19
9,0.01
10,0.01
11,0.03
12,0.01
13,0.0
14,0.09
15,0.04
16,0.11
17,0.0
18,0.03
19,0.04
20,0.03
21,0.17
22,0.49
23,0.11
24,1.46
25,0.27
26,0.13
27,0.11
28,8.72
29,0.49
30,0.31
31,1.17
32,12.61
33,4.41
34,1.0
35,0.46
36,0.1
37,0.07
38,0.2
39,0.04
40,0.03
41,0.16
42,0.11
43,0.06
44,0.03
45,0.0
46,0.19
47,0.01
48,0.01
49,0.1
50,0.0
51,0.06
52,0.0
53,0.06
54,0.0
55,0.0
56,5.41
57,0.23
58,1.77
59,38.46
60,0.87
61,0.31
62,0.04
63,0.1
64,0.07
65,0.14
66,0.11
67,0.13
68,0.06
69,0.03
70,0.24
71,0.14
72,0.03
73,0.1
74,0.01
75,0.04
76,3.87
77,0.17
