dropArea,Percentage
1,1.34
2,0.25
3,1.5
4,0.4
5,0.11
6,1.17
7,2.01
8,9.06
9,0.02
10,0.34
11,0.14
12,0.08
13,0.11
14,0.05
15,0.31
16,0.36
17,0.31
18,0.0
19,0.08
20,0.02
21,0.22
22,0.19
23,0.59
24,0.9
25,1.91
26,1.19
27,1.76
28,15.13
29,1.25
30,1.95
31,2.08
32,11.69
33,5.09
34,1.17
35,2.24
36,1.37
37,0.15
38,1.76
39,1.7
40,0.23
41,3.84
42,2.39
43,4.99
44,1.84
45,0.56
46,0.97
47,0.06
48,0.91
49,0.76
50,0.73
51,0.93
52,0.06
53,0.51
54,0.28
55,0.28
56,0.69
57,0.12
58,0.03
59,0.03
60,0.25
61,0.26
62,0.03
63,0.08
64,0.09
65,0.17
66,0.4
67,0.43
68,0.36
69,1.68
70,1.87
71,0.77
72,0.25
73,0.71
74,0.09
75,0.8
76,0.71
77,0.88
